제품,제품특성
B002-00680-00080,"매수:100매 겹수:3겹 :1팩, 종류:키친타월 매수:140매 겹수:2겹 롤수:12롤 :1팩, 종류:키친타월 매수:140매 겹수:3겹 롤수:4롤 특징:천연펄프 특징:무형광 특징:파워엠보싱 특징:데코엠보싱 :1팩, 종류:두루마리 롤수:24롤 특징:천연펄프 특징:데코엠보싱 길이:45m :1팩, 종류:갑티슈 매수:140매 겹수:3겹 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:데코엠보싱 특징:무포름 :1팩, 종류:키친타월 매수:120매 겹수:3겹 롤수:6롤 특징:천연펄프 특징:무형광 특징:파워엠보싱 :1팩, 종류:키친타월 매수:180매 겹수:3겹 롤수:2롤 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:파워엠보싱 특징:무포름 :1팩, 종류:키친타월 매수:120매 겹수:3겹 롤수:12롤 특징:천연펄프 특징:무형광 특징:무색소 특징:무포름 :1팩, 종류:키친타월 매수:120매 겹수:2겹 롤수:12롤 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:무포름 :1팩, 종류:키친타월 매수:200매 겹수:1겹 롤수:2롤 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:파워엠보싱 특징:데코엠보싱 특징:무포름 :1팩, 종류:키친타월 매수:150매 겹수:2겹 롤수:4롤 특징:천연펄프 특징:무형광 :1팩, 종류:두루마리 매수:145매 겹수:2겹 롤수:8롤 특징:천연펄프 특징:무형광 :1팩, 매수겹수:2400매, 종류:키친타월 매수:120매 겹수:2겹 롤수:12롤 특징:천연펄프 특징:무형광 :1팩, 종류:키친타월 매수:150매 겹수:2겹 롤수:4롤 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:무포름 :1팩, 종류:키친타월 매수:120매 겹수:2겹 롤수:6롤 특징:천연펄프 :1팩, 종류:키친타월 매수:135매 겹수:2겹 롤수:6롤 특징:천연펄프 :1팩, 종류:키친타월 매수:140매 롤수:6롤 :1팩, 종류:갑티슈 매수:200매 겹수:2겹 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 :1팩, 겹수롤수길이:2겹, 형태:캡형 매수:60매 특징:항균 특징:저자극 특징:보습효과 무첨가:무파라벤 무첨가:무페녹시에탄올 :3팩, 형태:휴대용 매수:20매 특징:항균 특징:저자극 특징:보습효과 :3팩, 평량:52gsm 매수:72매 특징:저자극 특징:보습효과 정수과정:10단계정수 :3팩, 형태:휴대용 매수:20매 특징:저자극 무첨가:무파라벤 무첨가:무페녹시에탄올 무첨가:무CMIT,MIT :3팩, 형태:휴대용 매수:10매 특징:항균 특징:저자극 특징:보습효과 무첨가:무파라벤 무첨가:무페녹시에탄올 :3팩, 형태:혼합세트 특징:항균 특징:저자극 특징:보습효과 무첨가:무파라벤 무첨가:무페녹시에탄올, 형태:혼합세트 특징:항균, 형태:혼합세트 특징:항균 특징:저자극 특징:보습효과 무첨가:무파라벤 무첨가:무페녹시에탄올, 형태:혼합세트 특징:항균 특징:저자극 무첨가:무파라벤 무첨가:무페녹시에탄올, 형태:혼합세트 특징:항균 특징:저자극 특징:보습효과 무첨가:무파라벤 무첨가:무페녹시에탄올 3겹 키친타월 140매"
B002-00680-00082,"매수:120매 특징:천연펄프 특징:일반엠보싱 :1팩, 종류:갑티슈 매수:130매 겹수:2겹 특징:천연펄프 특징:무형광 :1팩 120매"
B002-00686-00001,"매수:330매, 매수:10000매 특징:천연펄프 특징:무형광 특징:일반엠보싱 :1박스 "
B002-02526-00001,종류:키친타월 매수:400매 겹수:2겹 롤수:2롤 특징:천연펄프 특징:무형광 특징:일반엠보싱 길이:80m :1팩 2겹 80m
B002-00420-00001,종류:키친타월 매수:100매 겹수:3겹 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:파워엠보싱 특징:무포름 :9팩 100매
B002-01809-00001,매수:6480매 특징:천연펄프 특징:무형광 특징:무포름 :1박스 540매 12팩
B002-00303-00009,매수:10000매 특징:천연펄프 특징:무형광 특징:일반엠보싱 :1박스 100매
B002-03731-00007,종류:키친타월 매수:130매 겹수:2겹 특징:천연펄프 특징:무향 특징:무형광 특징:무색소 특징:무인쇄 특징:무포름 :1팩 130매
B002-02936-00001,종류:키친타월 겹수:2겹 특징:무향 특징:무형광 특징:데코엠보싱 :1팩 1000매
B002-00832-00001,매수겹수:4500매 30밴드 절약형 2700매
B002-00832-00002,겹수롤수길이:2겹 90매
B002-02672-00002,종류:키친타월 매수:150매 겹수:2겹 롤수:6롤 특징:천연펄프 :1팩 150매 6롤
B002-02918-00003,"종류구성헤드종류:면도칼, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 재질:스테인리스 전체길이:25cm 칼날길이:11cm 2000"
B002-02918-00007,"종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용 3중날 터치3 TP901"
B002-02918-00008,"종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용 3 TP900"
B002-02918-00009,"종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용 901"
B002-02918-00010,"종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능:날교체용, 날수부가기능부가기능부가기능:7중날, 종류날수부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 날수부가기능:7중날, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입, 날수:6중날, 종류:날교체용 구성:면도기+면도날 날수:5중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 날수부가기능:7중날, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 헤드종류:스윙 :본품 + 면도날 8입, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:편리한 사용성 용기형태:파우치형 용량:3ml(g), 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 용량:210ml(g) :1개, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입 3D 모션 파워 세트"
B002-02918-00012,"종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 종류날수부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능:7중날, 날수부가기능:7중날, 날수부가기능:7중날, 종류구성날수헤드종류부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용 "
B002-02918-00013,"종류날수부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입, 종류:날교체용 구성:면도기+면도날 날수:5중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입 "
B002-02918-00014,"종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:5중날 부가기능:윤활밴드 부가기능:트리머 부가기능:오픈카트리지 :본품 + 면도날 14입 "
B002-02918-00016,"종류구성날수헤드종류부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 날수:6중날 "
B002-02918-00017,종류구성날수헤드종류부가기능부가기능:날교체용 2호
B002-02918-00020,"종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능:일회용, 종류구성날수헤드종류부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:일회용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 날수:6중날 "
B002-02918-00021,"종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능:7중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:일회용, 종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입 "
B002-02918-00023,종류:날교체용 구성:면도기+면도날+쉐이빙 날수:7중날 부가기능:윤활밴드 부가기능:오픈카트리지 :본품 + 면도날 5입 
B002-01967-00001,"날수:5중날, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용 "
B002-00649-00001,구성헤드종류부가기능:면도기 
B002-03066-00005,"종류구성날수:날교체용, 날수:5중날 "
B002-03066-00008,날수:5중날 2개 세트
B002-03066-00010,날수:5중날 
B002-01905-00001,"종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용 "
B002-01905-00002,"종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용 3UP"
B002-01905-00003,"종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능:날교체용 "
B002-01905-00005,구성날수부가기능:면도기+면도날 3
B002-01905-00007,"종류구성날수헤드종류부가기능:일회용, 종류날수부가기능:날교체용, 날수:3중날 3 면도기"
B002-01905-00011,"종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능부가기능부가기능:2중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능부가기능부가기능:2중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 품목면도날:면도날 "
B002-01905-00012,"날수부가기능부가기능부가기능부가기능부가기능:2중날, 날수부가기능부가기능부가기능부가기능부가기능:2중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 품목면도날:면도날 "
B002-01905-00013,"종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능부가기능부가기능:2중날 "
B002-01905-00015,종류구성날수부가기능:날교체용 
B002-01905-00016,"날수부가기능부가기능부가기능부가기능부가기능:5중날, 날수부가기능부가기능부가기능부가기능:5중날, 날수부가기능부가기능부가기능부가기능부가기능:5중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용 "
B002-01905-00017,"날수부가기능부가기능부가기능부가기능부가기능:5중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성:날교체용 "
B002-01905-00018,"날수부가기능부가기능부가기능부가기능부가기능:5중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성:날교체용 "
B002-01905-00024,종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능부가기능:날교체용 
B002-01905-00025,종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능부가기능:날교체용 
B002-01905-00026,"종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능부가기능부가기능:5중날, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능부가기능부가기능:5중날, 종류구성날수부가기능부가기능부가기능부가기능부가기능부가기능:날교체용, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용, 날수부가기능부가기능부가기능부가기능:5중날 "
B002-01905-00027,"날수부가기능부가기능부가기능부가기능부가기능:5중날, 종류구성날수헤드종류부가기능부가기능부가기능부가기능부가기능:날교체용 "
B002-01905-00028,"날수부가기능부가기능부가기능부가기능부가기능:5중날, 종류구성날수헤드종류부가기능부가기능부가기능:날교체용 "
B002-02918-00026,"사용부위:페이스용 피부타입:모든피부용 용량:175ml :1개, 피부타입:모든피부용 주요제품특징:저자극 :1개 175ml"
B002-02918-00027,"사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 용량:210ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 용량:210ml(g) :1개 210ml"
B002-01153-00001,"종류:쉐이빙폼 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:풍부한 거품 주요제품특징:저자극 용기형태:뚜껑형 용량:225ml(g) :1개, 종류:쉐이빙폼 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 용기형태:뚜껑형 용량:100ml(g) :1개 225g"
B002-02375-00001,"피부타입:모든피부용 :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 용기형태:튜브형 용량:205ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 용량:140ml(g) :1개, 사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 용기형태:튜브형 용량:20ml(g) :2개 205g"
B002-02375-00002,"피부타입:모든피부용 :1개, 사용부위:페이스용 용량:190ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 용기형태:튜브형 용량:205ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:풍부한 거품 주요제품특징:저자극 용량:140ml(g) :1개, 사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 용기형태:튜브형 용량:20ml(g) :2개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙크림 주요제품특징:풍부한 거품 주요제품특징:저자극 용기형태:원터치형 용량:140ml(g) 190g"
B002-00739-00001,사용부위:페이스용 피부타입:모든피부용 피부타입:민감성 종류:쉐이빙젤 용기형태:펌프형 용량:200ml(g) :1개 200ml
B002-01654-00001,"사용부위:페이스용 종류:쉐이빙젤 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 용량:300ml(g) :1개, 사용부위:페이스용 사용부위:넥 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:파우치형 용량:250ml(g) :1개, 사용부위:페이스용 피부타입:모든피부용 종류:쉐이빙젤 주요제품특징:저자극 주요제품특징:편리한 사용성 용기형태:펌프형 :1개 300ml"
